Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Bahamas, The",BHS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750128,0.773923,0.977337,0.885752,0.885752,1.46332,1.74239,2.15759,2.77773,5.41076,10.5767,20.0104,39.5758,39.0344,58.3288,70.1138,76.4235,110.851,104.181,102.634,120.689,83.0946,82.5119,78.1656,84.9471,83.1561,95.3087,92.6091,98.9508,109.249,
Bosnia and Herzegovina,BIH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398467,0.240895,0.67431,1.40534,2.48951,11.8416,19.9176,28.5683,37.3902,42.3433,50.1357,65.1226,84.6779,87.1866,83.9362,86.6193,93.1364,98.4676,100.261,100.413,100.525,102.642,104.126,111.907,
Belarus,BLR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031968,0.0170553,0.0585159,0.0651876,0.0815934,0.121916,0.236356,0.499948,1.40988,4.74691,11.5505,23.2856,42.8724,62.6255,73.4137,85.9846,102.683,109.684,113.59,113.374,117.944,120.889,121.282,121.113,120.792,122.925,122.925,
Belize,BLZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202407,0.412535,0.747477,1.02217,1.14812,1.53533,2.75788,6.79781,15.3511,19.7154,22.4192,27.1244,33.8266,40.504,39.5666,52.1578,51.416,60.2241,67.3477,51.0127,50.5084,48.7596,58.7217,60.5125,63.7203,85.527,65.3047,
Bermuda,BMU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21647,1.8042,2.32183,3.10311,5.41833,8.12507,9.96816,12.5129,16.0362,19.5239,19.7836,19.9963,20.409,45.6927,60.6584,74.0741,79.569,90.7197,104.342,119.822,129.427,134.885,134.885,140.569,146.46,92.9068,59.6621,100.835,103.09,103.09,103.09,
Bolivia,BOL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042074,0.0216592,0.0363607,0.0543205,0.0948397,0.429346,1.49208,2.95516,5.09072,6.9209,9.08969,11.7048,14.3596,19.8564,26.2275,30.6121,34.0475,51.8297,65.3974,71.4458,81.791,91.4772,98.8933,97.6073,93.4966,91.6097,97.9484,100.816,100.816,
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000447641,0.00441813,0.0207443,0.116035,0.360032,0.793441,1.51758,2.72114,4.33973,8.72378,13.2663,16.2226,19.4282,25.5065,35.6536,46.318,53.1009,63.6301,78.4467,87.3633,100.621,118.653,124.606,134.851,138.451,126.088,118.386,105.014,98.8435,98.8435,
Barbados,BRB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185563,0.302793,0.591191,1.12007,1.73488,2.35275,2.98784,4.4554,7.50931,10.4845,19.4903,35.5465,51.0336,72.7024,74.6192,85.4554,92.4277,103.113,119.906,124.077,122.945,123.121,108.235,107.243,117.337,116.24,115.139,122.573,108.609,
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684908,1.13632,1.49804,2.94802,5.3974,12.0765,14.2879,14.425,15.394,20.2324,28.5144,42.0558,44.3065,50.2034,56.3259,63.7883,81.4016,97.6459,105.123,107.548,111.954,112.567,117.733,115.922,110.319,111.684,124.691,128.331,131.934,128.645,
Bhutan,BTN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359169,2.99586,5.54923,12.4851,22.4762,37.7344,49.9671,57.5221,69.8385,79.9466,76.6416,86.8551,92.8382,94.7964,97.9961,93.2616,95.5637,
Botswana,BWA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96394,5.71335,13.5207,19.8405,19.4917,25.656,29.6138,31.3373,44.8318,61.4122,77.5611,95.9356,118.937,143.905,151.098,157.416,163.29,163.875,152.273,146.96,150.006,173.811,
Central African Republic,CAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136533,0.0323738,0.040384,0.0469862,0.116975,0.13644,0.295539,0.331393,1.03061,1.5152,2.47624,2.67115,8.09908,13.3384,19.9105,22.3224,22.4604,25.7666,30.5827,25.8865,27.6529,27.5106,25.574,27.6743,32.2513,
Canada,CAN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.0466113,0.230101,0.372127,0.755921,1.26999,2.1196,2.78187,3.63732,4.66927,6.46477,8.88001,11.8739,14.1045,17.8069,22.8068,28.5304,34.485,38.0778,42.2097,47.2097,52.9052,57.624,61.5758,66.2689,70.5619,75.6288,77.7089,79.3768,80.3478,80.7221,82.6193,84.5231,86.2815,89.231,92.5261,
Central Europe and the Baltics,CEB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002598961351173,0.011667936293667,0.040851379896506,0.099898901850619,0.26479326233033,0.501938787236757,1.10961974044602,2.84851504742183,5.70924565845859,10.8754363120119,20.6652521546114,32.4392064996503,44.1103219952994,54.0237236011778,67.7006797594746,82.1099484558595,96.9938335652725,111.202978136687,119.197959238272,119.926585046473,122.126675548551,125.29097972014,129.972013461733,132.465149470604,131.62612322642,126.860423901749,125.811424962581,123.007855063932,124.324590483384,126.656050436782,
Switzerland,CHE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0840937,0.469688,1.10248,1.8796,2.59803,3.16596,3.75172,4.78733,6.39219,9.41617,14.7751,23.9512,42.9726,64.931,73.4875,79.446,85.1499,85.6771,92.5193,99.7077,108.915,116.711,120.854,123.506,127.515,131.881,136.254,135.876,135.513,134.155,131.136,129.609,127.189,
Channel Islands,CHI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374155,0.104869,0.267768,0.469671,0.610874,0.816661,1.37206,2.19007,2.77109,6.43788,14.9094,22.1708,32.8741,39.8122,45.8577,57.8295,65.3139,76.1307,84.4225,88.5586,97.4182,116.35,129.487,137.589,134.657,133.345,129.144,127.973,124.594,134.437,132.185,
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6.27186E-05,0.000283636,0.000846457,0.00155657,0.00398559,0.0146632,0.0523458,0.127478,0.292444,0.547523,1.04858,1.87605,3.3785,6.60648,11.1475,15.7574,20.524,25.3063,29.5621,34.4482,40.6618,47.3744,54.895,62.7554,71.6495,80.346,88.3057,91.8996,91.8354,96.5266,103.438,114.955,120.36,
Cote d'Ivoire,CIV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923892,0.237927,0.585089,1.60382,2.87427,4.32293,5.96034,7.27684,9.31712,12.8003,21.6766,38.9527,53.2963,65.7272,75.9708,82.4791,83.9995,87.7913,97.6019,109.392,115.231,129.912,134.858,145.341,
Cameroon,CMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120928,0.0205883,0.0250522,0.0292796,0.0339587,0.039702,0.665717,2.61973,4.28857,6.41038,8.8698,12.7021,17.2081,24.2175,32.0002,40.4454,42.4588,50.1599,61.0095,70.9537,75.122,77.9482,78.229,81.9642,69.0854,81.7553,
"Congo, Dem. Rep.",COD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204444,0.0168393,0.020307,0.0222966,0.0261326,0.0318432,0.309735,1.12288,2.42336,3.7512,5.01241,7.80421,11.2773,16.45,15.1462,18.308,23.4362,29.1111,39.5633,50.2972,49.5154,36.6666,43.4592,43.3822,42.7733,
"Congo, Rep.",COG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358962,0.0358962,0.114851,0.164559,2.23827,4.66138,6.70012,9.68616,10.9288,15.4079,24.4984,33.2196,45.0457,71.1225,87.0141,88.3935,94.9655,100.8,104.077,107.411,108.894,98.9298,95.3405,95.3405,
Colombia,COL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24275,0.753924,1.41022,3.35269,4.69246,5.04247,5.69468,8.11125,11.2454,14.9123,24.7186,51.2337,68.8937,77.6018,93.4692,94.2113,98.3525,101.177,106.491,108.172,117.805,120.637,121.816,127.214,129.909,131.672,
Comoros,COM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342929,1.40281,2.53798,5.8869,9.67925,13.9588,18.2095,23.964,30.6323,39.166,46.8641,50.4352,54.6402,57.1133,57.6138,59.9411,67.6022,
Cabo Verde,CPV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494732,0.247264,1.91889,4.60756,7.2312,9.69611,11.8556,14.4059,17.6491,23.2023,32.0406,57.7466,59.7161,75.4832,79.4675,84.1806,97.5984,118.351,116.527,113.332,113.909,112.241,108.318,
Costa Rica,CRI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915254,0.134419,0.201947,0.528834,1.28101,1.73132,2.85944,3.55631,5.34059,8.10456,12.2528,18.6909,21.8473,25.6984,33.2239,34.2417,42.2702,43.1416,68.3442,89.6393,114.72,149.975,146.399,155.444,170.036,178.594,169.931,161.884,
Caribbean small states,CSS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034480176572255,0.091213473628809,0.219097056341964,0.384629605535439,0.619918350027741,1.05548548187955,1.35068974449258,1.70309829772024,2.22062493271628,4.04894522910312,11.0548059355337,18.6075650239286,31.0889915330513,42.6691181805935,54.8833483153906,64.6892324741643,82.4036210022123,94.207407694684,103.333998614358,110.414558163279,113.806049495153,107.286794159295,103.525934235666,108.634523222508,110.864621215436,112.966896970194,116.699768302363,112.444927429947,110.263514845533,113.319658759399,
Cuba,CUB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021795,0.00463422,0.0106288,0.0178082,0.0221861,0.0272436,0.0367435,0.0463343,0.058743,0.0768406,0.159389,0.314858,0.673729,1.20351,1.35611,1.76206,2.95218,5.53284,8.93488,11.704,14.9385,17.6881,22.3824,29.4517,35.1819,40.6886,47.3915,53.3166,
Curacao,CUW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.337,136.753,135.439,132.222,129.789,121.554,119.17,115.891,115.548,115.548,115.548,
Cayman Islands,CYM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10594,3.55652,4.33451,5.94154,7.87788,7.87788,11.3646,13.4885,20.8065,25.2937,38.6935,41.8954,45.1192,70.5607,164.319,182.418,194.141,182.616,196.484,177.456,167.209,167.635,163.579,149.65,151.066,152.881,152.498,152.498,152.498,
Cyprus,CYP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300375,0.237533,0.544701,0.862498,1.59499,2.44295,3.58967,6.83157,10.7098,13.7184,17.1497,22.0934,31.4769,44.8246,58.9385,76.8671,90.4789,106.016,115.658,128.955,129.405,121.115,124.933,128.498,128.595,127.581,130.192,131.79,133.417,138.48,100.934,143.85,
Czech Republic,CZE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120041,0.0449241,0.135567,0.293689,0.47209,1.93535,5.09114,9.35245,18.8674,42.2378,67.6385,83.9832,94.8194,105.304,114.795,120.465,127.72,132.18,124.546,122.755,124.617,127.791,129.592,131.366,117.481,117.574,118.751,119.174,123.536,
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.00139011,0.0305888,0.0624836,0.126122,0.208007,0.344839,0.669575,1.21542,2.20615,3.08105,4.59091,6.77785,10.1672,17.0916,28.807,59.2156,68.9052,72.5184,79.3978,87.3547,97.1426,105.13,118.4,130.17,129.79,109.369,112.423,114.113,123.233,122.197,117.818,125.885,132.759,129.324,128.357,
Djibouti,DJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170899,0.0307174,0.0323309,0.0400014,0.032052,0.409269,2.00819,3.02775,4.46888,5.62436,5.64046,8.63355,13.8233,15.556,19.7112,22.6139,24.474,27.6378,31.9406,34.393,37.1587,39.5141,41.1959,41.1959,
Dominica,DMA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649882,0.787547,0.926124,1.14556,1.7229,11.0679,17.4306,33.9315,59.4442,73.6659,101.106,125.715,128.482,139.024,148.942,153.596,154.02,131.766,103.94,108.529,110.009,105.279,105.788,105.788,
Denmark,DNK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0.140533,0.314477,0.598117,0.901404,1.12625,1.51315,1.98107,2.41293,2.88303,3.41312,4.08115,6.88898,9.66163,15.7139,25.0547,27.3606,36.4333,49.393,62.9738,73.9104,83.3411,88.4932,95.6347,100.507,107.051,115.322,119.267,123.656,115.589,128.483,129.975,124.707,126.412,124.444,122.301,124.434,125.119,125.496,
Dominican Republic,DOM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443822,0.0770933,0.0970528,0.137336,0.273175,0.715913,1.03797,1.75142,2.54898,5.08713,8.32728,14.7708,19.4913,23.6366,28.2364,39.8284,49.96,59.0314,76.2363,90.1123,91.7243,89.3773,89.9635,91.5625,81.686,85.5623,83.7502,83.4114,84.1021,83.3238,
